ApplicationDate,Age,AnnualIncome,CreditScore,LoanAmount,LoanDuration,EducationLevel,Experience,EmploymentStatus,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
12/21/2020,45,42467,624,25395,60,Master,23,Employed,Single,0,Rent,637,0.200774897,3,0,0.765817478,0,Debt Consolidation,0,17,27,1939,93,236898,1433,3538.916667,0.759920822,7,235465,0.218395,0.203217973,677.3672962,0.371403856,0,52
12/22/2020,52,52393,507,12291,36,Bachelor,31,Unemployed,Married,3,Rent,390,0.414339434,4,2,0.131019899,0,Debt Consolidation,0,27,7,3995,28,28510,8133,4366.083333,0.621421747,7,20377,0.243791,0.25759332,493.6376219,0.202386797,0,55
12/23/2020,42,15000,579,27061,48,Associate,20,Employed,Married,1,Other,598,0.233510486,3,1,0.076704677,0,Auto,0,19,27,13018,198,26377,19388,1250,0.938961818,5,6989,0.232561,0.232476456,871.0206694,1.175216536,0,52
12/24/2020,36,27769,511,14279,60,High School,11,Employed,Married,0,Rent,294,0.581339044,1,0,0.457724383,0,Education,0,27,5,594,4592,27151,4795,2314.083333,0.586597109,7,22356,0.263779,0.292797614,455.6772041,0.323962924,0,61
12/25/2020,37,15614,501,7597,72,Associate,19,Employed,Married,1,Mortgage,279,0.397684487,5,2,0.458745358,0,Education,0,33,15,3347,305,183100,61191,1301.166667,0.836179501,3,121909,0.272097,0.293849971,225.5459034,0.38776424,0,54
12/26/2020,39,24088,582,15421,60,High School,19,Employed,Single,1,Mortgage,940,0.143474184,2,0,0.185192018,1,Home,0,24,3,722,1149,69112,110755,2007.333333,0.830879255,3,8554,0.229421,0.225986651,431.1768255,0.683083772,0,66
12/27/2020,39,18248,516,43052,120,Bachelor,18,Employed,Married,0,Mortgage,562,0.239439273,4,1,0.16496657,0,Home,0,27,4,7866,3973,345332,53674,1520.666667,0.902214283,5,291658,0.340052,0.324186045,1212.555094,1.166958633,0,49
12/28/2020,48,85643,593,17847,60,Master,28,Unemployed,Single,1,Own,149,0.109868116,5,1,0.225525438,0,Other,1,32,17,5331,2127,532390,40514,7136.916667,0.888538579,3,491876,0.226347,0.203346461,476.1656262,0.087596038,1,42.4
12/29/2020,40,33046,571,33980,36,Bachelor,14,Employed,Divorced,0,Other,255,0.049679491,4,2,0.365399393,0,Debt Consolidation,0,20,21,1628,5151,94232,10575,2753.833333,0.817951179,6,83657,0.23348,0.242616473,1337.80495,0.578395552,0,52
12/30/2020,48,101829,609,34860,84,High School,23,Employed,Married,0,Own,651,0.190852338,1,2,0.315972446,0,Other,0,21,29,1232,1206,513639,7280,8485.75,0.897442244,6,506359,0.25536,0.218245663,812.855996,0.172507556,1,32.8
12/31/2020,39,21179,616,24541,24,Master,15,Self-Employed,Married,2,Mortgage,91,0.417735939,2,0,0.174542128,0,Debt Consolidation,0,17,24,2299,1259,94199,103222,1764.916667,0.805859238,7,5166,0.191541,0.18286114,1228.582719,0.747674235,0,53
1/1/2021,40,37491,446,29697,48,High School,19,Employed,Divorced,1,Rent,1145,0.06302302,2,0,0.383027897,0,Other,0,22,8,402,267,30669,15712,3124.25,0.788075789,1,14957,0.301697,0.26828604,1015.196209,0.69142873,0,55
1/2/2021,18,48180,587,23152,48,Master,0,Employed,Married,2,Other,419,0.132470128,2,0,0.191503914,0,Home,0,23,24,2170,1686,28791,40898,4015,0.95523486,3,2861,0.224652,0.228203911,739.7792504,0.288612516,0,50
1/3/2021,50,79744,580,9538,60,Master,31,Employed,Married,1,Mortgage,323,0.416423871,5,2,0.654267157,0,Debt Consolidation,0,25,5,3199,1215,112392,23473,6645.333333,0.813120917,3,88919,0.224538,0.201693077,253.5980332,0.086767361,1,47.2
1/4/2021,44,165147,557,17498,72,Associate,17,Employed,Married,3,Mortgage,235,0.576185933,3,1,0.07052245,0,Home,0,22,5,4394,2188,39327,31282,13762.25,0.831600315,3,8045,0.253998,0.274057997,497.5029308,0.053225521,1,40.8
1/5/2021,51,15000,607,19567,36,High School,30,Employed,Single,3,Mortgage,678,0.262076512,2,1,0.188837209,0,Auto,1,28,20,7388,1537,130411,55794,1250,0.965271006,7,74617,0.201067,0.207492043,734.67084,1.130136672,0,53
1/6/2021,18,28665,593,20887,48,Master,0,Employed,Single,0,Mortgage,371,0.436417137,4,0,0.439476213,0,Debt Consolidation,0,18,7,7928,534,51426,29919,2388.75,0.678334909,3,21507,0.219387,0.212643558,649.754025,0.427317227,0,60
1/7/2021,65,191628,617,33012,60,Bachelor,43,Employed,Married,2,Mortgage,278,0.102340658,4,2,0.076199586,0,Auto,0,21,1,10366,122,63191,64497,15969,0.701093606,2,1913,0.229512,0.200051083,874.7099227,0.072184227,1,38.4
1/8/2021,38,22096,475,24299,48,High School,18,Employed,Married,0,Mortgage,220,0.029174665,3,1,0.272982407,0,Auto,0,18,6,5400,634,73508,66660,1841.333333,0.950822654,4,6848,0.281799,0.297294253,871.0898586,0.592554232,0,55
1/9/2021,53,84671,664,19455,48,Bachelor,27,Employed,Married,1,Own,351,0.316847096,4,0,0.195983264,0,Auto,0,21,8,1035,2302,99437,3230,7055.916667,0.870117811,6,96207,0.182455,0.205818553,598.0706661,0.134507068,1,33.6
1/10/2021,27,29079,542,34776,48,Bachelor,3,Employed,Single,0,Other,318,0.38882693,1,0,0.313681871,0,Home,0,32,2,602,1296,171395,6270,2423.25,0.917837247,7,165125,0.258776,0.283922668,1219.836628,0.634617405,0,56
1/11/2021,47,15620,570,19941,60,High School,22,Employed,Married,3,Own,318,0.212503598,3,1,0.57293987,0,Debt Consolidation,0,28,1,2654,2145,107449,7390,1301.666667,0.842631921,7,100059,0.239941,0.213091982,542.9452092,0.661417574,0,60
1/12/2021,27,24578,593,38492,48,High School,7,Employed,Married,3,Mortgage,509,0.299207889,2,3,0.380370114,0,Debt Consolidation,0,27,11,4042,962,89700,19285,2048.166667,0.936785575,6,70415,0.236992,0.213356074,1198.890706,0.833863149,0,54
1/13/2021,32,128828,534,11670,48,High School,9,Employed,Widowed,0,Rent,395,0.534263407,1,1,0.272583319,0,Home,0,24,9,1776,509,594567,99361,10735.66667,0.790331256,4,495206,0.23967,0.229100595,373.4658436,0.071580636,1,36.8
1/14/2021,62,25248,604,44988,72,High School,38,Employed,Married,0,Mortgage,739,0.344398178,5,2,0.156318493,0,Debt Consolidation,0,21,13,7418,1507,49309,24118,2104,0.772064717,6,25191,0.257988,0.288027688,1318.895737,0.978087327,0,49
1/15/2021,37,29594,485,38791,84,High School,14,Employed,Married,3,Other,376,0.334368991,4,1,0.224858576,0,Home,0,23,1,1311,425,167090,41215,2466.166667,0.750743615,3,125875,0.321291,0.3855492,1340.418365,0.695986361,0,54
1/16/2021,42,31002,602,14106,48,High School,22,Employed,Single,2,Own,349,0.177765916,2,2,0.201238423,0,Auto,0,23,1,946,1778,229371,13220,2583.5,0.814724281,5,216151,0.208106,0.227103584,449.8825125,0.309224894,0,49
1/17/2021,50,78230,594,20486,60,High School,25,Employed,Widowed,0,Rent,438,0.213156395,4,2,0.268404342,0,Debt Consolidation,0,29,17,4572,1084,31325,17711,6519.166667,0.966408346,7,13614,0.228486,0.25555878,607.9856985,0.160447762,0,52
1/18/2021,45,83994,596,30854,84,High School,22,Employed,Single,0,Other,576,0.379056781,3,0,0.225362406,0,Auto,0,32,17,10949,562,54625,38129,6999.5,0.795631943,4,16496,0.257854,0.288374861,858.2183446,0.204902971,0,51
1/19/2021,41,57115,412,21937,12,Master,20,Employed,Married,3,Rent,409,0.2567889,1,1,0.18468112,0,Debt Consolidation,0,23,14,5046,1389,6435,40497,4759.583333,0.954406966,5,1714,0.280937,0.280613487,2117.710361,0.530867974,0,50
1/20/2021,44,15000,632,26948,12,Bachelor,25,Employed,Married,0,Mortgage,511,0.296703556,3,0,0.354837644,0,Education,0,32,1,201,3903,18874,14783,1250,0.902380464,5,4091,0.175948,0.2111376,2510.701506,2.417361205,0,57
1/21/2021,68,35762,577,51253,48,Associate,44,Employed,Divorced,1,Own,458,0.325232108,1,2,0.238515357,0,Home,0,21,26,1774,2184,128510,39277,2980.166667,0.835079627,3,89233,0.257753,0.252981104,1707.935194,0.726783243,0,51
1/22/2021,39,25882,614,16657,60,Bachelor,12,Employed,Single,4,Rent,502,0.589501297,3,2,0.30127711,0,Auto,0,27,17,4208,477,314020,84194,2156.833333,0.76074369,2,229826,0.214657,0.172643733,416.3408677,0.425782027,0,50
1/23/2021,42,80081,536,25663,24,High School,22,Employed,Married,4,Mortgage,845,0.284369508,6,1,0.339885068,0,Auto,0,23,19,1432,3170,49360,12135,6673.416667,0.899303238,5,37225,0.232663,0.186725516,1289.557258,0.319859731,1,42.4
1/24/2021,52,31934,625,21116,24,Master,29,Employed,Single,0,Mortgage,275,0.283865291,3,0,0.265211265,0,Debt Consolidation,0,18,9,2640,617,31805,159586,2661.166667,0.822408016,4,8066,0.183616,0.20976124,1084.811787,0.510983323,0,51
1/25/2021,53,155463,451,5328,36,Bachelor,28,Unemployed,Married,0,Mortgage,310,0.352488244,3,1,0.144605155,0,Auto,0,33,9,1240,303,64255,5353,12955.25,0.347042079,10,58902,0.264828,0.244288177,210.2341355,0.040156241,1,40
1/26/2021,54,76746,479,13019,48,Associate,34,Employed,Single,5,Mortgage,159,0.327071664,1,0,0.255972364,0,Home,1,24,27,1426,822,33119,16698,6395.5,0.881929876,0,16421,0.268519,0.276930965,451.4567338,0.095450979,1,46.4
1/27/2021,47,114093,601,27113,48,Master,25,Unemployed,Married,1,Mortgage,425,0.362776903,3,0,0.345526144,0,Education,0,26,27,737,2912,89446,7909,9507.75,0.708850939,2,81537,0.221613,0.259446814,913.3337146,0.140762401,1,40.8
1/28/2021,26,179684,623,8672,60,Bachelor,5,Employed,Married,1,Mortgage,618,0.336738172,5,1,0.324622162,0,Home,0,17,17,234,539,6214,62607,14973.66667,0.824757042,3,7184,0.202172,0.19758355,228.5905227,0.056538625,1,39.2
1/29/2021,59,26437,626,12777,60,Associate,35,Employed,Married,5,Rent,319,0.235686976,2,3,0.089297979,0,Home,1,23,25,2886,1521,41901,229279,2203.083333,0.93484937,3,8392,0.204777,0.173437818,319.9079632,0.290006262,0,55
1/30/2021,26,15000,602,27163,96,Master,1,Employed,Married,2,Own,1054,0.564547614,2,2,0.189048092,0,Home,0,23,21,4572,1247,267363,147443,1250,0.851626644,6,119920,0.261163,0.28344567,717.942359,1.417553887,0,46
1/31/2021,43,78040,664,18355,48,Master,20,Employed,Widowed,1,Mortgage,538,0.170381502,3,1,0.461731039,0,Home,0,25,1,1143,532,285101,12127,6503.333333,0.806325062,5,272974,0.181355,0.152625466,513.2795187,0.161652412,1,37.6
2/1/2021,30,100955,558,13601,24,Doctorate,9,Employed,Married,2,Rent,394,0.102812291,5,2,0.238656215,0,Home,0,25,8,556,438,76469,65203,8412.916667,0.882204466,8,11266,0.209601,0.210031396,698.9172131,0.129909431,1,40.8
2/2/2021,39,25608,497,41404,12,High School,17,Employed,Single,2,Rent,335,0.086338895,4,2,0.127362654,0,Home,0,23,18,5730,696,46163,9798,2134,0.676332845,4,36365,0.257904,0.216420493,3868.052471,1.969565356,0,51
2/3/2021,43,49813,632,18336,60,Doctorate,22,Employed,Married,1,Mortgage,427,0.383885807,2,0,0.281317413,0,Home,0,24,3,6199,840,99052,39587,4151.083333,0.583621158,6,59465,0.207336,0.220922837,507.3829204,0.225093752,0,51
2/4/2021,43,126301,580,31137,108,Bachelor,22,Self-Employed,Married,2,Own,492,0.154191193,3,1,0.242163397,1,Education,0,24,19,719,4036,33615,241270,10525.08333,0.783446821,4,7035,0.286137,0.305943591,849.8907712,0.127494551,0,64
2/5/2021,45,94939,522,25721,36,Bachelor,23,Employed,Married,0,Mortgage,539,0.114044295,0,0,0.330492479,0,Debt Consolidation,0,19,29,4432,599,252551,34125,7911.583333,0.871932983,5,218426,0.249721,0.232146809,998.53302,0.194339484,1,38.4
2/6/2021,59,31311,581,4044,24,High School,35,Employed,Single,4,Rent,765,0.378752089,4,2,0.53920525,1,Home,0,24,11,3421,2217,45239,48868,2609.25,0.905333691,8,2683,0.188544,0.207719438,207.3508589,0.372655307,0,71
2/7/2021,45,48401,566,7567,60,High School,22,Employed,Single,0,Mortgage,1022,0.339010157,4,1,0.23947142,0,Debt Consolidation,0,30,2,6087,1498,65937,23850,4033.416667,0.796731232,10,42087,0.229567,0.236472905,216.1407983,0.306970715,0,57
2/8/2021,37,24148,545,35850,12,High School,15,Employed,Single,0,Mortgage,348,0.145876654,5,1,0.186649831,0,Education,0,22,2,1927,1658,67720,5873,2012.333333,0.854138543,8,61847,0.22835,0.21189816,3341.39558,1.833391873,0,53
2/9/2021,51,22790,548,61002,48,Associate,28,Employed,Widowed,0,Other,375,0.494710388,1,0,0.138131325,0,Debt Consolidation,0,22,11,462,965,142116,16847,1899.166667,0.831837572,5,125269,0.282002,0.286206521,2147.770528,1.328356575,0,49
2/10/2021,54,105044,481,23436,60,High School,32,Employed,Divorced,3,Other,359,0.206898288,1,0,0.266458856,0,Debt Consolidation,1,23,9,2742,12104,282872,19437,8753.666667,0.773723386,11,263435,0.287936,0.243797423,679.3816316,0.118622478,1,41.6
2/11/2021,25,15000,560,16554,48,High School,5,Employed,Single,2,Mortgage,256,0.197477293,5,2,0.224833418,0,Auto,0,25,25,23998,3191,52330,89040,1250,0.906258523,7,7736,0.231554,0.199792083,503.5608562,0.607648685,0,53
2/12/2021,47,86942,671,22389,72,Doctorate,24,Employed,Married,0,Own,362,0.410474556,2,1,0.173547755,0,Home,0,27,3,3432,1641,186645,32731,7245.166667,0.942465529,3,153914,0.201889,0.223776528,567.5786173,0.128303276,1,34.4
2/13/2021,48,42140,624,23545,96,Bachelor,27,Employed,Married,4,Own,447,0.029180445,3,1,0.020165391,0,Other,0,16,1,1532,304,231451,124522,3511.666667,0.642020228,2,106929,0.246545,0.261846129,587.7655,0.294665069,0,47
2/14/2021,36,70338,556,11521,48,Bachelor,16,Employed,Married,4,Mortgage,261,0.199546802,2,1,0.328084148,0,Home,0,21,26,4929,1647,175811,87407,5861.5,0.945251072,5,88404,0.228521,0.204111772,353.1170955,0.104771321,1,40.8
2/15/2021,56,32659,484,32986,72,Bachelor,33,Employed,Single,3,Mortgage,174,0.458570066,1,1,0.484481512,0,Home,0,22,22,2388,452,264292,9315,2721.583333,0.884873384,6,254977,0.305986,0.293278873,978.1079077,0.423322664,0,52
2/16/2021,38,107001,633,29516,12,Bachelor,17,Employed,Married,0,Own,493,0.413697669,4,2,0.438203287,0,Debt Consolidation,0,28,19,1651,2498,16374,5597,8916.75,0.843930373,6,10777,0.178016,0.203785086,2739.549835,0.362525565,0,53
2/17/2021,41,41596,492,15672,36,High School,18,Employed,Single,0,Rent,638,0.29269904,1,1,0.475147305,0,Auto,0,26,26,2084,1826,130748,20125,3466.333333,0.733594384,6,110623,0.254672,0.20596851,587.2046487,0.353458404,1,42.4
2/18/2021,37,107523,579,9808,108,Bachelor,13,Employed,Divorced,2,Mortgage,321,0.405402014,2,1,0.214378466,0,Debt Consolidation,0,27,28,3488,1587,132179,7743,8960.25,0.658684396,4,124436,0.265308,0.230909559,216.3473411,0.059970128,1,38.4
2/19/2021,40,48252,603,19642,36,Bachelor,19,Employed,Single,3,Mortgage,947,0.37272147,1,0,0.252248091,0,Home,0,27,1,6088,4626,26629,9598,4021,0.990760555,2,17031,0.203142,0.2437704,774.5055187,0.428128704,0,54
2/20/2021,26,19163,525,22857,60,High School,3,Employed,Widowed,3,Mortgage,561,0.16067186,3,1,0.293355015,0,Debt Consolidation,0,24,11,13572,1255,59329,15319,1596.916667,0.754590894,3,44010,0.265357,0.262216125,687.3512988,0.781726013,0,53
2/21/2021,22,67780,537,21350,60,Associate,3,Employed,Married,4,Rent,143,0.345729295,3,2,0.468902408,0,Debt Consolidation,0,16,12,6644,880,140744,11042,5648.333333,0.86508557,6,129702,0.25785,0.245974185,621.6217772,0.135371221,0,52
2/22/2021,59,63884,640,52562,60,Associate,33,Employed,Married,2,Rent,665,0.184323798,2,0,0.096127082,0,Home,0,32,27,392,587,150435,39995,5323.666667,0.71685061,8,110440,0.237562,0.253749757,1554.340575,0.416881956,0,42
2/23/2021,29,55829,588,20144,48,Bachelor,9,Employed,Single,1,Own,1130,0.283713514,4,0,0.33920129,0,Home,0,27,20,4758,243,27661,55807,4652.416667,0.710928438,7,7056,0.221144,0.231451218,647.247549,0.382005241,0,54
2/24/2021,28,23410,528,26652,36,High School,7,Employed,Married,1,Own,330,0.150794057,4,2,0.091119784,0,Debt Consolidation,0,30,14,1125,1702,590097,16977,1950.833333,0.734093316,9,573120,0.247652,0.24700182,1055.457252,0.7101874,0,43
2/25/2021,18,59708,573,34225,12,Bachelor,0,Unemployed,Married,1,Other,441,0.432935975,1,1,0.340819653,0,Other,1,30,24,3927,1889,185368,19603,4975.666667,0.87253003,1,165765,0.212725,0.192836512,3158.693929,0.723459623,0,60
2/26/2021,32,23368,594,56047,60,Associate,10,Employed,Single,4,Mortgage,807,0.25548127,3,1,0.226727274,0,Home,0,19,27,4179,793,70078,25048,1947.333333,0.860929927,8,45030,0.264047,0.278631994,1740.446716,1.308171884,0,54
2/27/2021,24,21991,529,12485,60,Bachelor,4,Employed,Widowed,1,Own,1283,0.35589999,0,0,0.408902722,0,Auto,0,20,26,250,2121,75760,17533,1832.583333,0.89275318,4,58227,0.252985,0.227418986,350.1091105,0.891151349,0,56
2/28/2021,59,81171,648,13182,48,Master,35,Employed,Married,3,Mortgage,414,0.346221201,2,0,0.644078708,1,Home,0,22,16,4531,870,21784,5347,6764.25,0.656670087,7,16437,0.184182,0.1652119,377.1095877,0.116954516,1,52.8
3/1/2021,52,55283,671,64408,60,Master,28,Employed,Divorced,1,Rent,503,0.215168744,4,0,0.15892003,0,Auto,0,32,28,2536,1608,29423,12852,4606.916667,0.706365124,5,16571,0.233908,0.244248582,1868.804436,0.514835541,0,44
3/2/2021,31,15000,569,31240,24,Bachelor,10,Self-Employed,Single,3,Own,772,0.484149316,2,2,0.406654757,0,Debt Consolidation,0,17,12,5057,2880,92659,12299,1250,0.678854767,3,80360,0.22174,0.252737627,1671.620387,1.954896309,0,60
3/3/2021,67,33049,627,22851,36,High School,46,Employed,Divorced,2,Rent,905,0.398131231,3,0,0.188218068,0,Debt Consolidation,0,24,6,942,1580,347970,147309,2754.083333,0.727976561,2,200661,0.194351,0.220955466,873.8199565,0.64588458,0,46
3/4/2021,51,67872,615,57981,72,Bachelor,29,Employed,Single,0,Other,192,0.223347477,3,2,0.434075646,0,Auto,0,21,25,2865,950,49381,11205,5656,0.777300153,5,38176,0.265481,0.253405261,1573.981652,0.312231551,0,53
3/5/2021,36,35952,614,14322,36,Bachelor,14,Employed,Married,3,Rent,577,0.11805252,3,2,0.176477402,0,Auto,0,27,7,2940,1140,75366,6946,2996,0.923751097,9,68420,0.192322,0.166949286,508.4465154,0.36229857,0,46
3/6/2021,18,41619,467,32338,84,Bachelor,0,Employed,Married,0,Own,397,0.607199214,9,4,0.047873226,0,Debt Consolidation,0,30,19,6671,508,57314,9252,3468.25,0.870163779,4,48062,0.323838,0.299795877,924.195921,0.380940221,0,53
3/7/2021,67,78921,637,58233,48,Master,45,Employed,Married,3,Mortgage,474,0.214838309,3,1,0.103901109,0,Auto,0,23,3,1014,315,77657,8966,6576.75,0.566708285,5,68691,0.234733,0.253351542,1941.740498,0.367315239,0,48
3/8/2021,23,52403,488,7207,120,Associate,0,Employed,Married,3,Mortgage,793,0.046127881,10,2,0.103109781,0,Debt Consolidation,0,25,27,14221,214,123125,23872,4366.916667,0.821260259,6,99253,0.318207,0.30155793,190.8192952,0.22528923,0,47
3/9/2021,20,40773,567,20952,48,Bachelor,0,Employed,Married,0,Rent,242,0.63461572,6,0,0.21082393,1,Auto,0,25,16,1179,681,37211,3616,3397.75,0.823714074,8,33595,0.232452,0.236498898,679.0246656,0.271068991,0,67
3/10/2021,52,15000,574,26923,36,High School,31,Employed,Divorced,5,Mortgage,229,0.660645596,4,0,0.462421696,0,Education,0,25,2,1017,436,36955,40044,1250,0.817780187,3,8954,0.224923,0.228155505,1039.595344,1.014876275,0,64
3/11/2021,69,65578,651,47231,60,Associate,49,Employed,Single,1,Mortgage,1362,0.14613967,2,0,0.15091685,0,Debt Consolidation,0,21,6,2060,241,24992,7941,5464.833333,0.964134779,4,17051,0.226731,0.261565237,1418.498236,0.50879836,0,45
3/12/2021,56,36653,606,16301,24,Bachelor,32,Unemployed,Single,0,Own,483,0.162714074,2,3,0.346936654,0,Home,0,24,15,1430,1597,148788,32358,3054.416667,0.923499938,6,116430,0.188301,0.209356146,837.1220724,0.432201044,0,50
3/13/2021,46,39827,595,25425,48,Associate,21,Employed,Married,2,Rent,713,0.097945631,4,0,0.258327163,0,Debt Consolidation,0,13,1,485,861,39947,4788,3318.916667,0.75635509,7,35159,0.222925,0.17834,744.6557515,0.439196249,0,56
3/14/2021,47,85311,627,24072,60,Bachelor,22,Employed,Single,0,Mortgage,1082,0.354626368,6,1,0.350007143,0,Debt Consolidation,0,16,19,2597,166,35239,32001,7109.25,0.986995534,5,3238,0.215572,0.202332579,640.8890528,0.242344699,1,40
3/15/2021,50,29683,642,14853,84,Bachelor,30,Employed,Single,0,Mortgage,256,0.353271922,4,0,0.231835252,0,Auto,0,28,9,8943,3084,57547,50092,2473.583333,0.620894929,6,7455,0.218853,0.24032558,366.8156344,0.251786801,0,52
3/16/2021,49,48065,582,27038,36,Bachelor,26,Employed,Single,3,Mortgage,354,0.111192445,2,2,0.109086728,0,Home,0,21,21,1026,4080,38031,31678,4005.416667,0.91218931,10,6353,0.221038,0.215509754,1026.323296,0.344614159,0,50
3/17/2021,43,82482,543,10548,48,Doctorate,18,Employed,Single,3,Other,414,0.495509911,2,0,0.145225011,0,Debt Consolidation,0,28,23,1873,852,34962,81276,6873.5,0.856678372,1,10909,0.234048,0.254939093,352.6533694,0.111537553,1,40
3/18/2021,41,43855,542,21592,60,Bachelor,17,Employed,Single,0,Mortgage,287,0.265712293,3,0,0.323962589,0,Auto,0,28,11,2855,567,3734,34993,3654.583333,0.904723523,2,8746,0.255592,0.250663205,634.593575,0.252174733,0,55
3/19/2021,39,27876,569,19584,36,Doctorate,16,Employed,Single,1,Rent,601,0.266943359,2,1,0.033302786,0,Home,0,19,20,268,2038,555455,11498,2323,0.906563159,6,543957,0.220084,0.23651933,764.7616819,0.587930126,1,35.2
3/20/2021,30,28772,619,34333,36,Bachelor,8,Employed,Married,5,Rent,331,0.42252552,1,2,0.34736822,0,Home,0,29,17,4630,1499,263749,10153,2397.666667,0.953928409,9,253596,0.209833,0.205129166,1284.927747,0.673958465,0,48
3/21/2021,36,39234,593,15505,12,Bachelor,13,Employed,Married,2,Own,272,0.069949752,3,2,0.262196498,0,Other,1,22,18,6258,260,27399,37895,3269.5,0.608166512,2,5560,0.184005,0.150728513,1399.988194,0.511389568,0,58
3/22/2021,19,22831,489,24478,60,Associate,0,Employed,Single,3,Rent,411,0.105093772,3,1,0.271470084,1,Education,0,26,17,5144,924,185993,19219,1902.583333,0.661396031,5,166774,0.284978,0.271265883,749.2968661,0.609853374,0,61
3/23/2021,38,17777,550,35197,48,Bachelor,15,Employed,Married,1,Other,693,0.421394831,1,3,0.199319876,0,Home,0,23,10,5884,658,90236,238733,1481.416667,0.573386583,8,4091,0.255197,0.233494556,1134.865193,1.233862987,0,53
3/24/2021,28,30708,610,25160,60,Bachelor,8,Employed,Divorced,1,Mortgage,462,0.183965883,1,3,0.307509203,0,Debt Consolidation,0,29,15,4746,1801,44371,19259,2559,0.942150115,5,25112,0.22516,0.253798488,744.0927104,0.471314072,0,51
3/25/2021,26,23152,414,10113,36,Bachelor,4,Employed,Single,0,Mortgage,394,0.088589153,3,2,0.223937786,0,Debt Consolidation,0,30,7,1035,1149,38735,28962,1929.333333,0.967639543,3,9773,0.288113,0.271403641,413.6273213,0.418604348,0,54
3/26/2021,42,63580,609,40097,36,Bachelor,17,Self-Employed,Married,2,Own,265,0.1662317,1,0,0.272030714,0,Education,0,28,22,2561,4862,183883,6561,5298.333333,0.844847428,5,177322,0.220597,0.204054963,1498.445608,0.33283025,1,37.6
3/27/2021,56,22266,594,31591,72,Master,33,Self-Employed,Single,0,Rent,521,0.068359661,3,1,0.124806782,0,Auto,0,27,26,2547,1107,76094,7125,1855.5,0.948903568,3,68969,0.249591,0.236584495,825.1530855,0.725493444,0,52
3/28/2021,51,119667,531,11607,72,High School,28,Employed,Married,2,Own,452,0.123566583,2,0,0.536452378,0,Debt Consolidation,0,26,10,3312,1089,90593,67358,9972.25,0.657772782,5,23235,0.261107,0.271466792,328.1209158,0.078229178,1,44.8
3/29/2021,21,156576,597,8981,96,Bachelor,0,Employed,Married,3,Own,496,0.49415861,4,2,0.066234235,0,Home,0,16,6,10343,2515,70635,49977,13048,0.63066245,6,20658,0.245481,0.26173613,224.1307841,0.055190894,1,40.8
3/30/2021,28,32565,613,16745,36,Bachelor,3,Employed,Single,2,Own,324,0.168446009,3,2,0.104500274,0,Auto,0,20,13,7703,1552,84691,4907,2713.75,0.861636501,7,79784,0.195245,0.193317167,616.6170691,0.346611541,0,45
3/31/2021,51,30100,606,19889,60,High School,25,Employed,Divorced,2,Rent,110,0.452699902,6,0,0.241183014,0,Auto,0,21,27,9452,928,24915,75231,2508.333333,0.909452461,2,1149,0.221889,0.238539702,570.4814991,0.271288305,0,51
4/1/2021,28,90296,561,32622,36,Doctorate,3,Employed,Married,2,Mortgage,286,0.31718331,5,1,0.355562512,0,Home,0,21,17,686,2226,175741,14297,7524.666667,0.914013976,4,161444,0.237122,0.220059737,1245.94978,0.203590385,1,39.2
4/2/2021,37,114953,560,15183,60,Bachelor,12,Employed,Divorced,1,Own,581,0.359474587,5,0,0.531003323,0,Auto,0,18,10,4869,498,184109,6051,9579.416667,0.948645328,5,178058,0.240183,0.271748748,465.2061218,0.10921397,1,42.4
4/3/2021,46,33027,579,38092,60,Associate,24,Employed,Married,0,Own,606,0.378585555,2,1,0.441678562,0,Debt Consolidation,0,19,28,5789,793,42052,75953,2752.25,0.85764952,3,9791,0.253592,0.263879891,1149.258259,0.637753932,0,57
4/4/2021,28,35262,536,18400,96,Associate,7,Employed,Married,1,Own,472,0.294602682,5,1,0.340585765,0,Auto,0,27,3,670,1006,29611,17636,2938.5,0.964556998,5,11975,0.2854,0.314545917,526.1951817,0.339695485,0,58
4/5/2021,41,33753,608,19534,84,Bachelor,19,Employed,Single,0,Mortgage,411,0.21969741,4,2,0.240632787,0,Home,0,23,6,1030,1469,58689,70878,2812.75,0.721796621,3,5273,0.240534,0.246013814,489.469914,0.320138624,0,52
4/6/2021,23,19898,575,24886,60,High School,0,Employed,Married,0,Mortgage,276,0.578957303,8,0,0.582437135,0,Auto,0,22,28,3016,2639,22499,15064,1658.166667,0.912417012,4,7435,0.242386,0.206000199,667.6627002,0.56910003,0,61
4/7/2021,32,79301,508,49010,12,Associate,7,Employed,Single,5,Rent,364,0.314190897,3,1,0.262023235,0,Education,0,23,2,4873,2020,133847,6714,6608.416667,0.969781619,9,127133,0.26001,0.243881882,4643.57778,0.757757574,0,52
